,IM,EQRecord,MaxDrift,MaxAbsAccel,MaxRelativeAccel,ResDrift,Iffinish
48,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN721_SUPER.B_B-ICC000,[0.205598 0.069366 0.11278 ],[9.36802 4.66508 3.76014 2.85475],[ 0.     13.6039 10.379  10.1305],0.0375264,1.0
49,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN721_SUPER.B_B-ICC000,[0.269661  0.0658669 0.144986 ],[10.4736   4.64316  3.80653  2.96205],[ 0.     14.0807 11.4731 11.2598],0.0678692,1.0
50,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.00516697 0.00449603 0.00303083],[0.796345 1.00476  0.883279 1.17118 ],[0.       0.846473 1.00836  1.25366 ],0.000753564,1.0
51,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.0126942 0.0132577 0.0140924],[2.47752 2.43948 1.9934  1.81413],[0.      2.79081 4.03549 3.50214],0.00150573,1.0
52,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.021177  0.0240751 0.0188352],[4.15869 3.17808 2.85173 2.151  ],[0.      4.75645 6.11505 5.5247 ],0.00212019,1.0
53,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.0453392 0.0325365 0.0293801],[5.83986 3.45586 3.02102 2.36781],[0.      7.07036 5.40649 7.83578],0.00735123,1.0
54,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.0791047 0.0440526 0.0395781],[7.52103 3.96377 3.05492 2.45602],[0.      6.94515 7.37648 9.4321 ],0.0221389,1.0
55,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.101819  0.0633216 0.0444245],[9.20221 3.80699 3.20257 2.52369],[ 0.       8.17269 10.0833  10.2215 ],0.022048500000000002,1.0
56,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.167746  0.0540511 0.0495766],[10.8834   4.7427   3.71003  2.73041],[ 0.       9.35976 11.7041  11.6042 ],0.0294532,1.0
57,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.206022  0.0574434 0.0531463],[12.5646   4.91369  4.33083  2.79896],[ 0.     11.6346 13.2315 13.9076],0.0108971,1.0
58,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.2245    0.0664467 0.0569008],[14.2457   4.97035  4.44448  2.55939],[ 0.     13.0333 15.3866 15.9337],0.015552200000000002,1.0
59,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN725_SUPER.B_B-POE270,[0.257066  0.0969372 0.0529316],[15.9269   4.89675  4.5538   2.70043],[ 0.     16.0048 17.6692 16.6403],0.041911500000000004,1.0
60,0.1,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.00630646 0.00382801 0.00220813],[0.469644 1.34634  0.894076 1.14509 ],[0.       1.4213   0.880514 1.15983 ],0.000976873,1.0
61,0.3111111111111111,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.00943129 0.00897346 0.0162318 ],[1.46111 2.0502  2.12102 1.96962],[0.      2.01649 2.48508 2.65065],0.0015222999999999999,1.0
62,0.5222222222222223,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0270737 0.0187837 0.0314248],[2.45258 2.50194 2.46195 2.35316],[0.      3.55529 3.73226 3.63235],0.0045356,1.0
63,0.7333333333333333,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0294089 0.0314025 0.0488468],[3.44405 3.31137 3.24582 2.4306 ],[0.      4.05875 4.97068 5.22797],0.00310502,1.0
64,0.9444444444444444,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0425349 0.0399465 0.0529773],[4.43552 3.79044 3.50584 2.4584 ],[0.      6.08479 5.79846 5.66255],0.00290264,1.0
65,1.1555555555555557,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0503146 0.0418705 0.051914 ],[5.42699 4.24035 3.61181 2.45536],[0.      5.83803 6.87536 6.75553],0.00511881,1.0
66,1.3666666666666667,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0667868 0.0514059 0.0617179],[6.41846 4.45371 3.68873 2.50838],[0.      7.71998 7.85135 7.67066],0.00866745,1.0
67,1.577777777777778,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0838632 0.0637547 0.0525732],[7.40993 4.44    3.59569 2.54443],[0.      8.70539 8.74612 9.03507],0.00920521,1.0
68,1.788888888888889,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.0992331 0.0729709 0.0441897],[8.4014  4.43669 3.67092 2.48739],[ 0.       9.16378 10.3241  10.0793 ],0.011581399999999999,1.0
69,2.0,Resources/FEMA_P-695_far-field_ground_motions/RSN752_LOMAP_CAP000,[0.112327  0.0758772 0.042127 ],[9.39287 4.48168 3.67025 2.74714],[ 0.     10.1411 10.9055 11.6428],0.00996596,1.0
